ID,Site,Start_date,End_date,Midpoint,RoofedArea,Value
2403,Catterick,350,380,365,43.70000076,3.777348119492849
2404,Catterick,350,380,365,43.70000076,3.777348119492849
2405,Catterick,380,400,390,80.59999847,4.389498630529952
2406,Catterick,350,380,365,141.6000061,4.953006224338715
2407,Catterick,340,355,347.5,116.9000015,4.761318881309503
2408,Catterick,250,355,302.5,65.09999847,4.175924525712219
2409,Catterick,250,355,302.5,65.09999847,4.175924525712219
2410,Catterick,350,380,365,68.19999695,4.222444520128008
2411,Catterick,250,355,302.5,52.79999924,3.966511176318276
2412,Catterick,350,380,365,78,4.356708826689592
2413,Catterick,350,380,365,141.6000061,4.953006224338715
2414,Catterick,350,380,365,68.19999695,4.222444520128008
2415,Catterick,250,355,302.5,40.5,3.7013019741124933
2416,Catterick,350,380,365,78.09999847,4.357990037255371
2417,Catterick,250,355,302.5,105.1999969,4.655863270835929
2418,Catterick,250,355,302.5,40.5,3.7013019741124933
2419,Silchester,50,450,250,1092.111572,6.995868323246802
2420,Silchester,50,450,250,263.3051147,5.573313491683893
2421,Silchester,50,450,250,33.598213199999996,3.5144728869836994
2422,Silchester,50,100,75,46.28736496,3.834869028817166
2423,Silchester,50,150,100,344.3348694,5.841614641428994
2424,Silchester,50,450,250,591.2875977,6.382302527974647
2425,Silchester,50,450,250,47.87173843,3.8685253183915633
2426,Silchester,50,450,250,51.90170288,3.9493516004235616
2427,Silchester,50,450,250,595.4500732,6.389317545146233
2428,Silchester,50,450,250,59.72203064,4.089700974772081
2429,Silchester,50,450,250,958.842041,6.865726349116685
2430,Silchester,50,150,100,600.1553955,6.397188614183379
2431,Silchester,50,450,250,165.3955994,5.108340176431539
2432,Silchester,50,450,250,292.3246765,5.677865090380768
2433,Silchester,50,450,250,68.65737152,4.229128504745046
2434,Silchester,150,250,200,554.1383057,6.317414304868067
2435,Silchester,50,450,250,1210.702881,7.098956363325962
2436,Silchester,50,450,250,80.2722168,4.385423568555471
2437,Silchester,50,450,250,98.68605042,4.591943603320269
2438,Silchester,50,450,250,95.80000305,4.562262716813975
2439,Silchester,50,450,250,13.28146172,2.5863692072682176
2440,Silchester,50,450,250,31.17218971,3.439526341873228
2441,Silchester,50,450,250,36.81930161,3.6060222079444344
2442,Silchester,100,200,150,659,6.490723534502507
2443,Silchester,200,300,250,1974,7.587817219993427
2444,Silchester,100,200,150,465,6.142037405587356
2445,Silchester,300,400,350,1394.556885,7.240331998634265
2446,Silchester,50,450,250,136.0528259,4.913043236053599
2447,Silchester,50,450,250,259.0766602,5.557124003232707
2448,Silchester,50,450,250,1241.196655,7.123831237597987
2449,Silchester,50,450,250,167.2908173,5.11973371885938
2450,Silchester,50,450,250,11.9900856,2.484080108296674
2451,Silchester,50,450,250,42.18821716,3.7421409678364093
2452,Silchester,50,450,250,14.57388401,2.679231160522856
2453,Silchester,50,450,250,20.56201172,3.023445282103829
2454,Silchester,50,450,250,93.94904327,4.5427525424122
2455,Silchester,50,450,250,26.13393974,3.2632348427557707
2456,Silchester,50,450,250,74.49477386,4.310728973394719
2457,Silchester,50,100,75,122.6331635,4.809197488554462
2458,Silchester,50,450,250,96.35001373,4.567987537361662
2459,Silchester,50,150,100,384.2225952,5.951222059641074
2460,Silchester,50,450,250,666.3917847,6.501877762895491
2461,Silchester,50,100,75,256,5.545177444479562
2462,Silchester,50,450,250,79.931427,4.381169104600044
2463,Silchester,50,450,250,110.6800995,4.706644053906395
2464,Silchester,50,450,250,59.82994843,4.0915063454594
2465,Silchester,50,450,250,196.3538055,5.279918162043233
2466,Silchester,50,450,250,262.2391357,5.569256819154213
2467,Silchester,250,400,325,307.1014709,5.727178217080373
2468,Silchester,50,450,250,630.5494385,6.44659156390906
2469,Silchester,50,450,250,592.7185059,6.384719591353436
2470,Silchester,50,450,250,93.94420624,4.542701055410792
2471,Silchester,50,450,250,170.7259369,5.140059562604829
2472,Silchester,50,450,250,173.7557983,5.1576508553988765
2473,Silchester,50,450,250,215.9131927,5.374876441258337
2474,Silchester,300,400,350,1629.380005,7.395954856413006
2475,Silchester,50,450,250,786.6846313,6.667827445489104
2476,Silchester,50,450,250,780.4020996,6.659809299160509
2477,Silchester,50,450,250,354.5523682,5.870856059180526
2478,Silchester,50,450,250,785.5820923,6.666424961846639
2479,Silchester,50,450,250,450.9862366,6.11143682152038
2480,Silchester,50,450,250,100.6059113,4.6112110163766875
2481,Silchester,50,450,250,445.82547,6.099927552563334
2482,Silchester,50,100,75,271.4899902,5.603925270186043
2483,Silchester,50,450,250,184.0015717,5.21494429942033
2484,Silchester,50,450,250,100.0624542,4.6057945330429
2485,Silchester,50,450,250,435.109375,6.0755974362653635
2486,Silchester,50,450,250,104.5878296,4.6500271930449815
2487,Silchester,50,450,250,67.52089691,4.212437133819144
2488,Silchester,50,450,250,353.7088318,5.86847406564807
2489,Silchester,50,450,250,665.2748413,6.5002002504608924
2490,Silchester,50,450,250,897.1890869,6.799266639063384
2491,Silchester,100,200,150,144.76474,4.9751099420113665
2492,Silchester,50,450,250,147.5260162,4.9940045412435206
2493,Silchester,50,100,75,661.5614624,6.494602892919829
2494,Silchester,50,450,250,462.9669189,6.137655602073557
2495,Silchester,50,450,250,268.0635986,5.591224260566673
2496,Silchester,50,450,250,414.0519409,6.025991427066838
2497,Silchester,100,200,150,1077.139038,6.982063766317061
2498,Silchester,100,200,150,1373.527466,7.225137502423122
2499,Silchester,50,450,250,72.7664566,4.287255088030667
2500,Silchester,50,450,250,103.0730438,4.635437899999095
2501,Silchester,50,450,250,667.4375,6.503445752931764
2502,Silchester,50,450,250,1706.323608,7.442096398222538
2503,Silchester,50,450,250,91.62176514,4.517668854153824
2504,Silchester,50,450,250,101.4455795,4.619522492133722
2505,Silchester,50,450,250,34.39531708,3.5379204237172845
2506,Silchester,50,450,250,311.9643555,5.742888936090695
2507,Silchester,60,100,80,141.9864807,4.955731846730822
2508,Silchester,50,450,250,654.0921021,6.483248170440823
2509,Silchester,250,400,325,559.3273926,6.326734977206094
2510,Silchester,50,450,250,225.6512604,5.418990711898891
2511,Silchester,50,450,250,285.4501648,5.654067459744136
2512,Silchester,50,450,250,166.4855194,5.114908335067769
2513,Silchester,125,200,162.5,537.3764648,6.28669890065595
2514,Silchester,50,450,250,49.84954071,3.909009282925082
2515,Silchester,50,450,250,527.1873779,6.267556041133859
2516,Silchester,50,450,250,504.7425842,6.224048565059262
2517,Silchester,50,450,250,164.4354553,5.10251812421161
2518,Silchester,50,450,250,215.252182,5.371810280306403
2519,Silchester,50,450,250,60.55395508,4.10353478710619
2520,Silchester,50,450,250,260.9330139,5.5642637226578655
2521,Silchester,50,450,250,423.7767029,6.04920667240247
2522,Silchester,50,450,250,345.5162659,5.845039721404883
2523,Silchester,50,450,250,116.405777,4.757082164649973
2524,Silchester,50,450,250,456.8429565,6.124339691792671
2525,Silchester,50,450,250,348.84198,5.854619040297269
2526,Silchester,50,450,250,61.12568283,4.112932118775586
2527,Silchester,50,450,250,3116.190674,8.044366597031198
2528,Silchester,50,100,75,371.0499878,5.916336791536477
2529,Silchester,100,200,150,1474.708252,7.296215453955622
2530,Silchester,50,450,250,2133.871582,7.665693252918836
2531,Silchester,50,450,250,1434.411011,7.2685095986418276
2532,Silchester,50,150,100,136.1999969,4.914124370954766
2533,Silchester,50,450,250,1314.982666,7.181578762775936
2534,Silchester,50,450,250,807.4630127,6.693897249341862
2535,Silchester,50,450,250,859.0351563,6.755809848154917
2536,Silchester,50,450,250,17.9353466,2.8867734361390247
2537,Silchester,50,450,250,575.6873779,6.355564766654196
2538,Silchester,50,450,250,224.0857239,5.412028674627753
2539,Silchester,50,450,250,448.0379639,6.104877969672897
2540,Silchester,50,450,250,252.2203979,5.530303300117476
2541,Silchester,50,450,250,965.7897339,6.872946143749482
2542,Silchester,50,450,250,363.9411621,5.896992211988753
2543,Silchester,50,450,250,498,6.210600077024653
2544,Silchester,50,450,250,35.35839081,3.5655357279669193
2545,Silchester,60,100,80,106.3342819,4.666587734766601
2546,Silchester,50,450,250,85.60688782,4.449765745097463
2547,Silchester,50,450,250,95.69695282,4.561186456990637
2548,Silchester,50,450,250,164.2373505,5.101312640700383
2549,Silchester,100,200,150,645.2487793,6.46963594677206
2550,Silchester,50,450,250,171.1741333,5.142681361754933
2551,Silchester,50,450,250,142.8826141,4.9620234127335
2552,Silchester,50,450,250,173.374115,5.15545177407979
2553,Silchester,50,450,250,184.6085815,5.218237807987181
2554,Silchester,50,450,250,36.15470505,3.587807093662509
2555,Silchester,50,450,250,45.37764359,3.8150195518245513
2556,Silchester,50,450,250,68.9536438,4.23343444983353
2557,Silchester,50,450,250,206.9583893,5.332517755184172
2558,Silchester,50,450,250,112.7781372,4.725422501129664
2559,Silchester,50,450,250,136.532608,4.916563472543077
2560,Silchester,50,450,250,120.7980728,4.79412033173107
2561,Silchester,50,450,250,34.9587822,3.5541697160845036
2562,Silchester,50,450,250,789.461853,6.671351514605613
2563,Silchester,50,450,250,265.556488,5.581827578880244
2564,Silchester,80,120,100,622.6022339,6.43390784601906
2565,Silchester,50,450,250,134.4773712,4.901395941021136
2566,Silchester,50,450,250,406.1194458,6.006647317810796
2567,Silchester,50,450,250,571.253418,6.347832925560318
2568,Silchester,50,450,250,152.211731,5.025272518672873
2569,Silchester,50,450,250,233.3734436,5.452639932744844
2570,Silchester,50,450,250,767.0887451,6.642602498846144
2571,Silchester,50,450,250,847.9071655,6.74277115515289
2572,Silchester,50,450,250,4114.189941,8.322197238568615
2573,Silchester,60,100,80,70.16255951,4.25081482844184
2574,Silchester,60,100,80,99.3044281,4.598190163208947
2575,Silchester,60,100,80,304.3762817,5.718264704752013
2576,Silchester,50,450,250,205.852478,5.327159786035128
2577,Silchester,50,450,250,167.6610565,5.1219444206332545
2578,Silchester,50,450,250,149.7988434,5.0092933500920305
2579,Silchester,250,400,325,361.5427246,5.890380221613903
2580,Silchester,50,450,250,479.2311096,6.172182964560481
2581,Silchester,50,450,250,850.4630127,6.745780922001359
2582,Silchester,50,100,75,416.5726929,6.032060979150934
2583,Silchester,50,450,250,245.5297699,5.503418202204687
2584,Silchester,50,450,250,167.4524994,5.120699725375459
2585,Silchester,50,450,250,255.5253754,5.543321721346239
2586,Silchester,50,450,250,496.0567932,6.20669042258938
2587,Silchester,50,450,250,641.432312,6.463703663289818
2588,Silchester,50,450,250,168.5621338,5.127304428409639
2589,Silchester,50,450,250,275.0672302,5.617015541242352
2590,Silchester,50,450,250,394.1629944,5.976764515121809
2591,Silchester,50,450,250,413.6940308,6.02512664455012
2592,Silchester,300,400,350,1610.308228,7.384180885617802
2593,Silchester,50,450,250,937.0129395,6.842697091641471
2594,Silchester,50,450,250,105.911499,4.662603830281997
2595,Silchester,50,450,250,432.4287109,6.069417482496911
2596,Silchester,50,450,250,393.72229,5.975645813060259
2597,St Albans Initial,43,60,51.5,208.25,5.338739281046952
2598,St Albans Early,130,150,140,151,5.017279836814924
2599,St Albans Early,150,160,155,76,4.330733340286331
2600,St Albans Early,130,150,140,205,5.3230099791384085
2601,St Albans Early,150,160,155,354,5.869296913133774
2602,St Albans Early,225,275,250,51,3.9318256327243257
2603,St Albans Early,80,160,120,260,5.560681631015528
2604,St Albans Early,130,150,140,31,3.4339872044851463
2605,St Albans Early,130,150,140,82,4.406719247264253
2606,St Albans Early,130,150,140,190,5.247024072160486
2607,St Albans Early,150,160,155,340,5.8289456176102075
2608,St Albans Early,150,160,155,98,4.584967478670572
2609,St Albans Early,130,150,140,155,5.043425116919247
2610,St Albans Early,150,160,155,175,5.1647859739235145
2611,St Albans Early,150,160,155,130,4.867534450455582
2612,St Albans Early,130,160,145,98,4.584967478670572
2613,St Albans Early,100,130,115,45.96500015,3.8278802405790704
2614,St Albans Early,150,160,155,229,5.43372200355424
2615,St Albans Early,125,160,142.5,438.8999939,6.084271582795806
2616,St Albans Early,130,150,140,181.8059998,5.202940183399038
2617,St Albans Late,380,430,405,728,6.590301048196686
2618,St Albans Late,380,410,395,180,5.19295685089021
2619,St Albans Late,215,400,307.5,806,6.692083742506628
2620,St Albans Late,240,400,320,106,4.663439094112067
2621,St Albans Late,275,400,337.5,90,4.499809670330265
2622,St Albans Late,210,350,280,438.8999939,6.084271582795806
2623,St Albans Late,275,400,337.5,193,5.262690188904886
2624,St Albans Late,275,400,337.5,173,5.153291594497779
2625,St Albans Late,400,410,405,140,4.941642422609304
2626,St Albans Late,275,400,337.5,135,4.90527477843843
2627,St Albans Late,275,400,337.5,290,5.66988092298052
2628,St Albans Late,160,210,185,438.8999939,6.084271582795806
2629,St Albans Late,275,400,337.5,130,4.867534450455582
2630,Cirencester,350,410,380,391,5.968707559985366
2631,Cirencester,350,410,380,566.5999756,6.339653544332525
2632,Cirencester,350,410,380,342,5.834810737062605
2633,Cirencester,160,260,210,113,4.727387818712341
2634,Cirencester,160,250,205,214,5.365976015021851
2635,Cirencester,120,180,150,179,5.187385805840755
2636,Cirencester,160,250,205,102,4.624972813284271
2637,Cirencester,120,180,150,115,4.74493212836325
2638,Cirencester,220,270,245,157,5.056245805348308
2639,Cirencester,160,250,205,124,4.820281565605037
2640,Cirencester,220,270,245,191,5.25227342804663
2641,Cirencester,160,250,205,92,4.5217885770490405
2642,Cirencester,180,320,250,175,5.1647859739235145
2643,Cirencester,375,410,392.5,378,5.934894195619588
2644,Cirencester,330,400,365,483,6.180016653652572
2645,Cirencester,330,400,365,279,5.631211781821365
2646,Cirencester,250,400,325,219,5.389071729816501
2647,Cirencester,250,400,325,89,4.48863636973214
2648,Cirencester,250,400,325,245,5.501258210544727
2649,Cirencester,250,400,325,88,4.477336814478207
2650,Dorchester,100,200,150,241,5.484796933490655
2651,Dorchester,250,400,325,418,6.035481432524756
2652,Dorchester,200,400,300,108,4.68213122712422
2653,Dorchester,300,400,350,944,6.8501261661455
2654,Dorchester,50,150,100,162,5.087596335232384
2655,Dorchester,175,275,225,100,4.605170185988092
2656,Dorchester,275,400,337.5,262,5.568344503761097
2657,Dorchester,300,400,350,630,6.4457198193855785
2658,Dorchester,275,400,337.5,341,5.831882477283517
2659,Dorchester,175,275,225,100,4.605170185988092
2660,Dorchester,350,450,400,73,4.290459441148391
2661,Dorchester,150,300,225,69,4.23410650459726
2662,Dorchester,150,400,275,158,5.062595033026967
2663,Dorchester,250,450,350,325,5.783825182329737
2664,Dorchester,60,100,80,286,5.655991810819852
2665,Dorchester,150,300,225,139,4.9344739331306915
2666,Dorchester,75,200,137.5,96,4.564348191467836
2667,Dorchester,150,300,225,64,4.1588830833596715
2668,Dorchester,250,450,350,411.5,6.019809020117124
2669,Wroxeter,100,150,125,263,5.572154032177765
2670,Wroxeter,250,400,325,455,6.12029741895095
2671,Wroxeter,120,160,140,289,5.666426688112432
2672,Wroxeter,100,150,125,214,5.365976015021851
2673,Wroxeter,250,400,325,289,5.666426688112432
2674,Wroxeter,120,160,140,455,6.12029741895095
2675,Wroxeter,100,150,125,215,5.3706380281276624
2676,Wroxeter,150,400,275,1959,7.580189417944541
2677,Wroxeter,250,400,325,246,5.5053315359323625
2678,Wroxeter,120,250,185,294,5.683579767338681
2679,Wroxeter,80,100,90,175,5.1647859739235145
2680,Wroxeter,250,400,325,79,4.3694478524670215
2681,Wroxeter,120,160,140,280,5.634789603169249
2682,Wroxeter,100,120,110,294,5.683579767338681
